,id_str,created_at,text,entities.hashtags,lang,user.screen_name,user.id_str,user.followers_count,user.friends_count,retweeted_status.id_str,retweeted_status.created_at,retweeted_status.text,retweeted_status.entities.hashtags,retweeted_status.lang,retweeted_status.user.screen_name,retweeted_status.user.id_str,retweeted_status.user.followers_count,retweeted_status.user.friends_count
0,911048657474113536,Fri Sep 22 02:05:01 +0000 2017,"EuropeUnion : Click HERE▶️https://t.co/iwDoMV68ZM
#EU #News #EuropeUnion
➡️David Rachline: l'anti-journaliste à la… https://t.co/3G3GSl4ByN","['EU', 'News', 'EuropeUnion']",fr,nathymora,308046422,611,404,,,,NO HASHTAGS,,,,,
1,911048676205826048,Fri Sep 22 02:05:05 +0000 2017,"Click HERE▶️https://t.co/Y3loSofx8E
#EU #News #EuropeUnion
➡️Rory McIlroy believes Europe will be the underdogs in… https://t.co/ez8QmHUSoj","['EU', 'News', 'EuropeUnion']",en,EuropeUnion,194119186,9489,586,,,,NO HASHTAGS,,,,,
2,911048690529431552,Fri Sep 22 02:05:08 +0000 2017,"EuropeUnion : Click HERE▶️https://t.co/hWrKk2ZMhD
#EU #News #EuropeUnion
➡️FLI CVNDSH Headphones… https://t.co/VIxQHUbM9I","['EU', 'News', 'EuropeUnion']",en,nathymora,308046422,611,404,,,,NO HASHTAGS,,,,,
3,911048692567760896,Fri Sep 22 02:05:09 +0000 2017,"RT @tsemtulku: Three art styles to see! https://t.co/sD090hDaSR

#buddhism
#buddhist
#europe
#canada
#usa
#russia
#malaysia
#vegan… ","['buddhism', 'buddhist', 'europe', 'canada', 'usa', 'russia', 'malaysia', 'vegan']",en,KumarTa69783205,882043107776184320,18,56,909939266695790592,Tue Sep 19 00:36:41 +0000 2017,"Three art styles to see! https://t.co/sD090hDaSR

#buddhism
#buddhist
#europe
#canada
#usa
#russia
#malaysia
#vegan… https://t.co/nBqxxM9hNX","['buddhism', 'buddhist', 'europe', 'canada', 'usa', 'russia', 'malaysia', 'vegan']",en,tsemtulku,23065876,452447.0,169.0
4,911048712570462210,Fri Sep 22 02:05:14 +0000 2017,Thread. #Brexit https://t.co/oG4MqhTJMt,['Brexit'],en,SergioTavaresUK,2178018878,203,418,,,,NO HASHTAGS,,,,,
5,911048717414883328,Fri Sep 22 02:05:15 +0000 2017,Brexiteers are not necessarily fleeing from May;  They are distancing themselves from the reality of #Brexit.  She'… https://t.co/sZcMOfY0sF,['Brexit'],en,keira_churchill,730602471979159552,1552,1202,,,,NO HASHTAGS,,,,,
6,911048735588831232,Fri Sep 22 02:05:19 +0000 2017,RT @WAGNERGIRLE: Dear @gop -I will keep it simple: JUST REPEAL OBAMACARE. You have 2yrs to replace. #September30 is coming. You waste this:…,['September30'],en,randy_barnes,237750885,188,130,911037375924535298,Fri Sep 22 01:20:11 +0000 2017,Dear @gop -I will keep it simple: JUST REPEAL OBAMACARE. You have 2yrs to replace. #September30 is coming. You waste this: #VOTEOUT #MAGA,"['September30', 'VOTEOUT', 'MAGA']",en,WAGNERGIRLE,22456513,58062.0,38115.0
7,911048765498380288,Fri Sep 22 02:05:26 +0000 2017,RT @RebetikoWalrus: Rumour has it the Magic Money Tree is going to give £20 BILLION of our money away to buy May's illegal #Brexit. https:/…,['Brexit'],en,jbwhitesnake,200818199,7698,8212,910932716803252224,Thu Sep 21 18:24:18 +0000 2017,Rumour has it the Magic Money Tree is going to give £20 BILLION of our money away to buy May's illegal #Brexit. https://t.co/82o2JGLsoQ,['Brexit'],en,RebetikoWalrus,144827236,2638.0,1977.0
8,911048782716051458,Fri Sep 22 02:05:30 +0000 2017,👀 Egen objektivitet over for #EU + #Rusland + #Syrien + #Bashar finder du her 😉  https://t.co/0jPgoAHIh2,"['EU', 'Rusland', 'Syrien', 'Bashar']",no,TooglesDK,838661199474589696,23,14,,,,NO HASHTAGS,,,,,
9,911048796074803200,Fri Sep 22 02:05:34 +0000 2017,"RT @gabrieleimperia: #Spagna, scontri violenti tra #indipendentisti e #GuardiaCivil. #Puigdemont: “#Referendum si farà” https://t.co/2b4MSi…","['Spagna', 'indipendentisti', 'GuardiaCivil', 'Puigdemont', 'Referendum']",it,Nenufar87,3221849296,33,236,910505603658915840,Wed Sep 20 14:07:06 +0000 2017,"#Spagna, scontri violenti tra #indipendentisti e #GuardiaCivil. #Puigdemont: “#Referendum si farà” https://t.co/2b4MSi78jp via @Oggi Palermo","['Spagna', 'indipendentisti', 'GuardiaCivil', 'Puigdemont', 'Referendum']",it,gabrieleimperia,2570390884,3307.0,2427.0
10,911048805369315329,Fri Sep 22 02:05:36 +0000 2017,"⚡ Retweet &amp; Follow ⚡ 

  ⏩ @_o_GAZ_o_ 
  ⏩ @Funnyguy99Guy 
  ⏩ @LanceCampin 
  ⏩ @smhmlg 

/11:05 #FBA #Europe","['FBA', 'Europe']",en,FBA_EUROPE,2643740437,6183,6802,,,,NO HASHTAGS,,,,,
11,911048827733463040,Fri Sep 22 02:05:41 +0000 2017,RT @keira_churchill: Brexiteers are not necessarily fleeing from May;  They are distancing themselves from the reality of #Brexit.  She'… ,['Brexit'],en,woifim,1331204348,1135,1001,911048717414883328,Fri Sep 22 02:05:15 +0000 2017,Brexiteers are not necessarily fleeing from May;  They are distancing themselves from the reality of #Brexit.  She'… https://t.co/sZcMOfY0sF,['Brexit'],en,keira_churchill,730602471979159552,1552.0,1202.0
12,911048830736531457,Fri Sep 22 02:05:42 +0000 2017,RT @SergioTavaresUK: Thread. #Brexit https://t.co/oG4MqhTJMt,['Brexit'],en,woifim,1331204348,1135,1001,911048712570462210,Fri Sep 22 02:05:14 +0000 2017,Thread. #Brexit https://t.co/oG4MqhTJMt,['Brexit'],en,SergioTavaresUK,2178018878,203.0,418.0
13,911048834083672065,Fri Sep 22 02:05:43 +0000 2017,A particularly good map. https://t.co/ybjpdsYUe8,NO HASHTAGS,en,sousibrown,401060976,1164,1479,,,,NO HASHTAGS,,,,,
14,911048834142351360,Fri Sep 22 02:05:43 +0000 2017,"RT @devototone: Theresa May must show that we mean business after she makes generous offer to the EU
#eu #leave #brexit https://t.co/zg0W8Z…","['eu', 'leave', 'brexit']",en,woifim,1331204348,1135,1001,911048575282483200,Fri Sep 22 02:04:41 +0000 2017,"Theresa May must show that we mean business after she makes generous offer to the EU
#eu #leave #brexit https://t.co/zg0W8ZG54J","['eu', 'leave', 'brexit']",en,devototone,1032419712,178.0,88.0
15,911048835404910594,Fri Sep 22 02:05:43 +0000 2017,"RT @MurffyJohn: Biafrans terrorists do not #vote, we should not #vote #CASECLOSED #REFERENDUM FOR BIAFRA! https://t.co/JSg1qYiqhQ https://t…","['vote', 'vote', 'CASECLOSED', 'REFERENDUM']",en,SamSamjonesel,3015273017,1885,2926,910862595522998273,Thu Sep 21 13:45:40 +0000 2017,"Biafrans terrorists do not #vote, we should not #vote #CASECLOSED #REFERENDUM FOR BIAFRA! https://t.co/JSg1qYiqhQ https://t.co/EZI8s5WhmG","['vote', 'vote', 'CASECLOSED', 'REFERENDUM']",en,MurffyJohn,725870553853100032,2201.0,17.0
16,911048837933957120,Fri Sep 22 02:05:44 +0000 2017,RT @prO5pero222: #Ask108 questions https://t.co/hBbw2EyAUc #Divination #KlaudioZic #Trading #Astrology #Brexit #Forex #SharkTank #… https:/…,"['Ask108', 'Divination', 'KlaudioZic', 'Trading', 'Astrology', 'Brexit', 'Forex', 'SharkTank']",en,woifim,1331204348,1135,1001,911048485373464576,Fri Sep 22 02:04:20 +0000 2017,#Ask108 questions https://t.co/hBbw2EyAUc #Divination #KlaudioZic #Trading #Astrology #Brexit #Forex #SharkTank #… https://t.co/glHevLIjzp,"['Ask108', 'Divination', 'KlaudioZic', 'Trading', 'Astrology', 'Brexit', 'Forex', 'SharkTank']",en,prO5pero222,722111387800100864,446.0,753.0
17,911048840932921344,Fri Sep 22 02:05:44 +0000 2017,RT @Corsicasia: Short #gbpaud intraday before brexit speech enter at 1.7168 for 40-50 pips-- target 1.7122-28 #GBP #aud #brexit… ,"['gbpaud', 'GBP', 'aud', 'brexit']",en,woifim,1331204348,1135,1001,911048482370330624,Fri Sep 22 02:04:19 +0000 2017,Short #gbpaud intraday before brexit speech enter at 1.7168 for 40-50 pips-- target 1.7122-28 #GBP #aud #brexit… https://t.co/GWNhcQsuJO,"['gbpaud', 'GBP', 'aud', 'brexit']",en,Corsicasia,2214130142,40.0,2.0
18,911048843499855874,Fri Sep 22 02:05:45 +0000 2017,"RT @EUVoteLeave23rd: #EU believes #PM's rumoured offer is too low 😳 We've ploughed £500bn into this abomination, any amount is too high.… ","['EU', 'PM']",en,ricker_carolyn,2238532361,144,124,910938594126245890,Thu Sep 21 18:47:39 +0000 2017,"#EU believes #PM's rumoured offer is too low 😳 We've ploughed £500bn into this abomination, any amount is too high.… https://t.co/A2i1obsUkk","['EU', 'PM']",en,EUVoteLeave23rd,701866563268378626,19115.0,21009.0
19,911048843919265792,Fri Sep 22 02:05:45 +0000 2017,RT @Anon_Eu: The UK’s #Brexit hostage https://t.co/b9EA9DmdB0 #WorldNews #News https://t.co/hrhnqYhiCx,"['Brexit', 'WorldNews', 'News']",en,woifim,1331204348,1135,1001,911048469023940609,Fri Sep 22 02:04:16 +0000 2017,The UK’s #Brexit hostage https://t.co/b9EA9DmdB0 #WorldNews #News https://t.co/hrhnqYhiCx,"['Brexit', 'WorldNews', 'News']",en,Anon_Eu,813899491,12973.0,6864.0
20,911048846729457664,Fri Sep 22 02:05:46 +0000 2017,RT @Anon_Eu: Florence #Brexit speech: An overdue opportunity https://t.co/R5Ashe26yI #WorldNews #News https://t.co/H8MMQzl9bj,"['Brexit', 'WorldNews', 'News']",en,woifim,1331204348,1135,1001,911048454050213888,Fri Sep 22 02:04:12 +0000 2017,Florence #Brexit speech: An overdue opportunity https://t.co/R5Ashe26yI #WorldNews #News https://t.co/H8MMQzl9bj,"['Brexit', 'WorldNews', 'News']",en,Anon_Eu,813899491,12973.0,6864.0
21,911048848944062466,Fri Sep 22 02:05:46 +0000 2017,"Every person deserves to be safe, happy, healthy and equal. #RefugeesWelcome #1DayWithoutUs https://t.co/YcCzT7Dkqj","['RefugeesWelcome', '1DayWithoutUs']",en,mjbballlover,2489186636,82,10,,,,NO HASHTAGS,,,,,
22,911048857991000064,Fri Sep 22 02:05:48 +0000 2017,HELL NATION https://t.co/QprYQ0LLx4 #EU #Austria #Belgium #Portgal #Ireland #Sweden #Norway #Nederland #Swizerland #Hungary #Russia #AFP,"['EU', 'Austria', 'Belgium', 'Portgal', 'Ireland', 'Sweden', 'Norway', 'Nederland', 'Swizerland', 'Hungary', 'Russia', 'AFP']",en,Truth_of_HELL,4592980152,1178,1072,,,,NO HASHTAGS,,,,,
23,911048861476704256,Fri Sep 22 02:05:49 +0000 2017,"RT @finance_LL: I'm going to cancel Netflix and negotiate with each film producer separately, to get the best deal for me and my family #Br…",NO HASHTAGS,en,uxonym,277223742,272,720,908256479932829696,Thu Sep 14 09:09:54 +0000 2017,"I'm going to cancel Netflix and negotiate with each film producer separately, to get the best deal for me and my family #Brexit",['Brexit'],en,finance_LL,156293122,3354.0,1033.0
24,911048929969446913,Fri Sep 22 02:06:06 +0000 2017,#Brexit is Britain’s gift to the world https://t.co/qVOv1yBy98 via @FT,['Brexit'],en,siman_hadi,3224058864,193,164,,,,NO HASHTAGS,,,,,
25,911048930883858437,Fri Sep 22 02:06:06 +0000 2017,"Women’s rights activists must play central role defining how fresh #EU funding to end #VAW is spent, says @AWID:  https://t.co/iJ1P0VPykA","['EU', 'VAW']",en,MacarenaSWS,482772386,1045,1322,,,,NO HASHTAGS,,,,,
26,911048991059709954,Fri Sep 22 02:06:20 +0000 2017,"RT @vrstardiaries: 5 Beautiful Places You Should Visit in Asturias, Spain https://t.co/uCMtmNk8nm @IMVoyager #travel  #Spain #Asturias #Eur…","['travel', 'Spain', 'Asturias']",en,uprun4life,3262013592,8627,6662,910863872168411141,Thu Sep 21 13:50:44 +0000 2017,"5 Beautiful Places You Should Visit in Asturias, Spain https://t.co/uCMtmNk8nm @IMVoyager #travel  #Spain #Asturias #Europe #landscapes","['travel', 'Spain', 'Asturias', 'Europe', 'landscapes']",en,vrstardiaries,3250269434,1653.0,1149.0
27,911048993756475392,Fri Sep 22 02:06:21 +0000 2017,"https://t.co/js6gwThhC5
#Kimchi is the nest of E. coli.
#un #eu #nato #asean #nyt #nyc #wsj #lat #usatoday #newyorker #foxnews #skynews","['Kimchi', 'un', 'eu', 'nato', 'asean', 'nyt', 'nyc', 'wsj', 'lat', 'usatoday', 'newyorker', 'foxnews', 'skynews']",en,JILL27595792,717717142217445377,11835,12192,,,,NO HASHTAGS,,,,,
28,911049004733145090,Fri Sep 22 02:06:23 +0000 2017,RT @Clearwatersea: CETA comes into effect today and we're pleased to see the successful entrance of our Canadian Sea Scallops into the… ,NO HASHTAGS,en,jamieainnes,221051542,202,396,910933667102552064,Thu Sep 21 18:28:05 +0000 2017,CETA comes into effect today and we're pleased to see the successful entrance of our Canadian Sea Scallops into the… https://t.co/VuFkFk46bk,NO HASHTAGS,en,Clearwatersea,357510638,3184.0,748.0
29,911049023968219137,Fri Sep 22 02:06:28 +0000 2017,"RT @scarycath: Here is Labour, this is what they've been for decades and decades, don't they look just like Tories to you? Vote to… ",NO HASHTAGS,en,elizabe95815732,2343718973,598,152,911045079028174849,Fri Sep 22 01:50:47 +0000 2017,"Here is Labour, this is what they've been for decades and decades, don't they look just like Tories to you? Vote to… https://t.co/Anze8uS8OP",NO HASHTAGS,en,scarycath,17896684,2674.0,952.0
30,911049032130338818,Fri Sep 22 02:06:30 +0000 2017,RT @schler: #EU-Kommission versteckte unbequeme #Piraterie-Studie zwei Jahre vor der Öffentlichkeit https://t.co/zoqSBbBGSh,"['EU', 'Piraterie']",de,BIBWolf,2378828862,51,87,910628922718658560,Wed Sep 20 22:17:08 +0000 2017,#EU-Kommission versteckte unbequeme #Piraterie-Studie zwei Jahre vor der Öffentlichkeit https://t.co/zoqSBbBGSh,"['EU', 'Piraterie']",de,schler,87805449,453.0,951.0
31,911049083300777984,Fri Sep 22 02:06:42 +0000 2017,"RT @DVATW: NO deal is the best deal with the #EU. No ""divorce settlement' - zero tariffs IF reciprocated. WALK AWAY MAY.",['EU'],en,RoodGridance,50425887,2285,66,910956262300553216,Thu Sep 21 19:57:52 +0000 2017,"NO deal is the best deal with the #EU. No ""divorce settlement' - zero tariffs IF reciprocated. WALK AWAY MAY.",['EU'],en,DVATW,19899606,53258.0,957.0
32,911049117048111104,Fri Sep 22 02:06:50 +0000 2017,RT @BillyBlackstock: @appleofeden_3 @HuwGruffydd @XxPLWxX @TRobinsonNewEra @PrisonPlanet @AMDWaters @SheenaParks20 @AlbertLock1… ,NO HASHTAGS,en,RoodGridance,50425887,2285,66,910963046000070657,Thu Sep 21 20:24:49 +0000 2017,@appleofeden_3 @HuwGruffydd @XxPLWxX @TRobinsonNewEra @PrisonPlanet @AMDWaters @SheenaParks20 @AlbertLock1… https://t.co/KBGQv0WPH8,NO HASHTAGS,en,BillyBlackstock,309912805,643.0,446.0
33,911049144210542592,Fri Sep 22 02:06:57 +0000 2017,"RT @LesleyMillercyp: Money grabbing #EU 
https://t.co/votEkCwBuj",['EU'],en,RoodGridance,50425887,2285,66,910981980057161728,Thu Sep 21 21:40:03 +0000 2017,"Money grabbing #EU 
https://t.co/votEkCwBuj",['EU'],en,LesleyMillercyp,1057645927,5265.0,3942.0
34,911049156050989056,Fri Sep 22 02:06:59 +0000 2017,Brussels #tbt #brussels #family #europe #eurotrip #weirdolife @ Grand Place u Bruxellesu https://t.co/m7yybvUi46,"['tbt', 'brussels', 'family', 'europe', 'eurotrip', 'weirdolife']",da,alesantm,33277129,264,327,,,,NO HASHTAGS,,,,,
35,911049160463470592,Fri Sep 22 02:07:00 +0000 2017,"RT @Trey_VonDinkis: @TrumpsBlonde #Europe #globalism #treason #EU

.
Europe being SOLD OUT ... by the EU 'leadership.'
Can't SEE it??… ","['Europe', 'globalism', 'treason', 'EU']",en,Trey_VonDinkis,899115298997055491,531,494,910734169348722690,Thu Sep 21 05:15:21 +0000 2017,"@TrumpsBlonde #Europe #globalism #treason #EU

.
Europe being SOLD OUT ... by the EU 'leadership.'
Can't SEE it??… https://t.co/YCCT37R7KA","['Europe', 'globalism', 'treason', 'EU']",en,Trey_VonDinkis,899115298997055491,531.0,494.0
36,911049166142525440,Fri Sep 22 02:07:02 +0000 2017,#Conservatives #MAGA https://t.co/YuMoYiy3TP,"['Conservatives', 'MAGA']",und,DAWNMARIE930,31443941,1004,2846,,,,NO HASHTAGS,,,,,
37,911049216172134400,Fri Sep 22 02:07:14 +0000 2017,"Theresa May.. ""like poking a dead mouse with a stick"" https://t.co/MBCW8eYAov #brexit #disability #policecuts #toriesout 90","['brexit', 'disability', 'policecuts', 'toriesout']",en,scarletmonahan,292619181,1699419,25479,,,,NO HASHTAGS,,,,,
38,911049236271202304,Fri Sep 22 02:07:19 +0000 2017,"Finally! A bumper-sticker #liberals and #conservatives can both display proudly: ""I'M WITH #DOTARD""","['liberals', 'conservatives', 'DOTARD']",en,SarasotaGuy,299194205,74,71,,,,NO HASHTAGS,,,,,
39,911049259738435584,Fri Sep 22 02:07:24 +0000 2017,RT @shelleypetersen: Oil drops on signs of failed accord https://t.co/UeH4zRvLHR #healthinnovations #pharma #banking #stocks #Brexit,"['healthinnovations', 'pharma', 'banking', 'stocks', 'Brexit']",en,catterbkddkndr2,792108423240359937,8,217,780899286703890434,Tue Sep 27 22:37:53 +0000 2016,Oil drops on signs of failed accord https://t.co/UeH4zRvLHR #healthinnovations #pharma #banking #stocks #Brexit,"['healthinnovations', 'pharma', 'banking', 'stocks', 'Brexit']",en,shelleypetersen,116131436,14668.0,1692.0
40,911049287139823616,Fri Sep 22 02:07:31 +0000 2017,"RT @GuyVerhofstadt: Ireland is crucial to the EU. The Irish border &amp; all things related to it, are a priority in the #Brexit negotiations",['Brexit'],en,jbwhitesnake,200818199,7698,8212,910855444029149184,Thu Sep 21 13:17:15 +0000 2017,"Ireland is crucial to the EU. The Irish border &amp; all things related to it, are a priority in the #Brexit negotiations",['Brexit'],en,GuyVerhofstadt,856010760,204225.0,1573.0
41,911049365531381760,Fri Sep 22 02:07:49 +0000 2017,RT @roberto_marcato: 📌 Tantissime persone e tanto calore a Maserà (Padova) per parlare del #referendum del #22ottobre2017  #autonomia anche…,"['referendum', '22ottobre2017', 'autonomia']",it,__dmitrij,885381128802238465,1271,2474,910960897803247616,Thu Sep 21 20:16:17 +0000 2017,📌 Tantissime persone e tanto calore a Maserà (Padova) per parlare del #referendum del #22ottobre2017  #autonomia anche qui #SivotaSì ✌️,"['referendum', '22ottobre2017', 'autonomia', 'SivotaSì']",it,roberto_marcato,2290924705,4525.0,1191.0
42,911049392756535296,Fri Sep 22 02:07:56 +0000 2017,"RT @Phillip_H_Davis: ""Muslims Combating Violent Jihad?"" https://t.co/qfo9zf36bP … #MuslimBrotherhood #MAGA #europe #European https://t.co/u…","['MuslimBrotherhood', 'MAGA', 'europe', 'European']",en,PatriotInfidel7,875050345935785986,2294,2096,911033319227355137,Fri Sep 22 01:04:04 +0000 2017,"""Muslims Combating Violent Jihad?"" https://t.co/qfo9zf36bP … #MuslimBrotherhood #MAGA #europe #European https://t.co/uP8odVJxxN","['MuslimBrotherhood', 'MAGA', 'europe', 'European']",en,Phillip_H_Davis,19007728,2900.0,2840.0
43,911049397642899458,Fri Sep 22 02:07:57 +0000 2017,RT @JWinstone1: @jrezaian @katestratton3 Who else will ask for #Taheri's #deathpenalty to be rescinded? @UN @UNHumanRights… ,"['Taheri', 'deathpenalty']",en,bita_ocean,4613279192,1671,191,904097577074909189,Sat Sep 02 21:43:54 +0000 2017,@jrezaian @katestratton3 Who else will ask for #Taheri's #deathpenalty to be rescinded? @UN @UNHumanRights… https://t.co/YtTGrXsVH5,"['Taheri', 'deathpenalty']",en,JWinstone1,2647367802,739.0,593.0
44,911049404848705538,Fri Sep 22 02:07:59 +0000 2017,The #GOP’s Latest #Obamacare Repeal Push Isn’t Really About #HealthCare via @thenation https://t.co/GSbO80OBRu  #USA #EU #UK #SinglePayer,"['GOP', 'Obamacare', 'HealthCare', 'USA', 'EU', 'UK', 'SinglePayer']",en,MasterMastabah,268364050,2406,5003,,,,NO HASHTAGS,,,,,
45,911049410431324160,Fri Sep 22 02:08:00 +0000 2017,RT @simongerman600: Will I ever get sick of sharing exaggerated relief maps? Probably not. Here is #Europe. Source:… ,['Europe'],en,nashtags,49833327,2001,905,911046142573629440,Fri Sep 22 01:55:01 +0000 2017,Will I ever get sick of sharing exaggerated relief maps? Probably not. Here is #Europe. Source:… https://t.co/Z4KBhtjRex,['Europe'],en,simongerman600,359188534,34999.0,34219.0
46,911049469206106113,Fri Sep 22 02:08:14 +0000 2017,Binary Options Trading Signals - #binary Options #trading #Brexit #Forex #Silver #Gold https://t.co/ZH7krzq42S,"['binary', 'trading', 'Brexit', 'Forex', 'Silver', 'Gold']",en,BtsBinarytrade,2876382975,505,397,,,,NO HASHTAGS,,,,,
47,911049494048968704,Fri Sep 22 02:08:20 +0000 2017,"RT @BrexiteerGB: Tim Martin - ""Five years for #Brexit is quite a long time. It’s a partial step to not leaving the EU, that’s how I… ",['Brexit'],en,RoodGridance,50425887,2285,66,910957991477809153,Thu Sep 21 20:04:44 +0000 2017,"Tim Martin - ""Five years for #Brexit is quite a long time. It’s a partial step to not leaving the EU, that’s how I… https://t.co/r31vzLI0SM",['Brexit'],en,BrexiteerGB,2891922856,3572.0,2111.0
48,911049518241722368,Fri Sep 22 02:08:26 +0000 2017,.@realDonaldTrump Syrian refugees deserve safe shelter. The US can do more for the most vulnerable. Be a #GlobalCitizen #RefugeesWelcome,"['GlobalCitizen', 'RefugeesWelcome']",en,jO_986,870670381,0,0,,,,NO HASHTAGS,,,,,
49,911049533513195520,Fri Sep 22 02:08:29 +0000 2017,RT @Rachel5742: The #Brexit tragedy continues to unfold because frankly May doesn't have it in her to pull off the impossible! https://t.co…,['Brexit'],en,ElecReaction,3225503169,289,402,911046757634789376,Fri Sep 22 01:57:28 +0000 2017,The #Brexit tragedy continues to unfold because frankly May doesn't have it in her to pull off the impossible! https://t.co/3z8nBRIdTY,['Brexit'],en,Rachel5742,2396188842,1441.0,1229.0
50,911049579415719938,Fri Sep 22 02:08:40 +0000 2017,#Radicals were purposely invited into #Europe By European #Governments https://t.co/g4JwDiD6eR,"['Radicals', 'Europe', 'Governments']",en,trend_auditor,419081441,77485,66811,,,,NO HASHTAGS,,,,,
51,911049588911505408,Fri Sep 22 02:08:43 +0000 2017,"Every person deserves to be safe, happy, healthy and equal. #RefugeesWelcome #1DayWithoutUs https://t.co/HKP9V3jP8R","['RefugeesWelcome', '1DayWithoutUs']",en,Agm__90,907717054085648384,0,0,,,,NO HASHTAGS,,,,,
52,911049606452137984,Fri Sep 22 02:08:47 +0000 2017,RT @BerthanPete: Democracy is founded on a simple rule. The people decide. #CatalanReferendum #ScotRef,"['CatalanReferendum', 'ScotRef']",en,elizabe95815732,2343718973,598,152,910939747958362112,Thu Sep 21 18:52:15 +0000 2017,Democracy is founded on a simple rule. The people decide. #CatalanReferendum #ScotRef,"['CatalanReferendum', 'ScotRef']",en,BerthanPete,149971022,5107.0,1721.0
53,911049614240780288,Fri Sep 22 02:08:49 +0000 2017,@sabellosi @FedericaMog @StylianidesEU @RefugeesChief #uspoli #cdnpoli #pnpcbc #UKpolitics #auspol #polcan #eupol W… https://t.co/7B3e1ClT4w,"['uspoli', 'cdnpoli', 'pnpcbc', 'UKpolitics', 'auspol', 'polcan', 'eupol']",en,GordBolton,2265885618,564,105,,,,NO HASHTAGS,,,,,
54,911049654942535682,Fri Sep 22 02:08:58 +0000 2017,Eek! What hope does the 🌎 have against #Europe? #LaverCup https://t.co/23XpFI3VGS,"['Europe', 'LaverCup']",en,BklynTuxedo,3392225829,350,302,,,,NO HASHTAGS,,,,,
55,911049657454923776,Fri Sep 22 02:08:59 +0000 2017,👀 Be informed about #Politics + #States + #Europe + #Le + #France you'll find here 😉  https://t.co/Rbc0jEZ4Z8,"['Politics', 'States', 'Europe', 'Le', 'France']",en,TooglesEN,833232103621980160,24,14,,,,NO HASHTAGS,,,,,
56,911049669999915008,Fri Sep 22 02:09:02 +0000 2017,@narendramodi🇮🇳🙏) #india #ceo #bjp #business @AmitShah  @BJP4India @vijay_sampla @AmitShahOffice @malviyamit… https://t.co/mLPJe7XQJA,"['india', 'ceo', 'bjp', 'business']",und,vbatra198223,2384124948,656,64,,,,NO HASHTAGS,,,,,
57,911049703348953088,Fri Sep 22 02:09:10 +0000 2017,"Tunnel vision.
#europe #spain #españa #barcelona #city #architecture #buildings #santpau #summer… https://t.co/Jz7EWNB4DG","['europe', 'spain', 'españa', 'barcelona', 'city', 'architecture', 'buildings', 'santpau', 'summer']",et,andersonvercosa,25101125,129,548,,,,NO HASHTAGS,,,,,
58,911049705844563968,Fri Sep 22 02:09:11 +0000 2017,"@iainmartin1 @BenKent6 @JuliaHB1 @rafaelbehr To defend the world they grew in, knew, and many loved personally. Jus… https://t.co/M56AbIBkas",NO HASHTAGS,en,BloodOnTheSky,64236206,636,2183,,,,NO HASHTAGS,,,,,
59,911049729559195653,Fri Sep 22 02:09:16 +0000 2017,RT @LarsFJ1: @stephencaunt @SamCoatesTimes @MichelBarnier is only negotiation partner the #EU27 has for #Brexit Take it or leave… ,"['EU27', 'Brexit']",en,SafariSara,249227352,1467,1069,911028795787837440,Fri Sep 22 00:46:05 +0000 2017,@stephencaunt @SamCoatesTimes @MichelBarnier is only negotiation partner the #EU27 has for #Brexit Take it or leave… https://t.co/Y8qdRCSNVT,"['EU27', 'Brexit']",en,LarsFJ1,4893221596,145.0,209.0
60,911049778246668288,Fri Sep 22 02:09:28 +0000 2017,#tcot #conservatives #BlackLivesMatters #Trump #TrumpTrain https://t.co/1v7QXmV5Ug,"['tcot', 'conservatives', 'BlackLivesMatters', 'Trump', 'TrumpTrain']",und,theChrisTremo,265804214,137,160,,,,NO HASHTAGS,,,,,
61,911049864426823680,Fri Sep 22 02:09:48 +0000 2017,RT @simongerman600: Will I ever get sick of sharing exaggerated relief maps? Probably not. Here is #Europe. Source:… ,['Europe'],en,christnagavier,374898934,2179,3353,911046142573629440,Fri Sep 22 01:55:01 +0000 2017,Will I ever get sick of sharing exaggerated relief maps? Probably not. Here is #Europe. Source:… https://t.co/Z4KBhtjRex,['Europe'],en,simongerman600,359188534,34989.0,34219.0
62,911049866306088960,Fri Sep 22 02:09:49 +0000 2017,"Image of Iran (35.48, 48.25) from the 6th of April, 2017 #ESA #EU #Iran #Sentinel #space https://t.co/N0uPlQk6Z8","['ESA', 'EU', 'Iran', 'Sentinel', 'space']",en,sentinel_bot,741495197809430528,485,1,,,,NO HASHTAGS,,,,,
63,911049900326039554,Fri Sep 22 02:09:57 +0000 2017,RT @LiveSquawk: Downing Street Tells @LiveSquawk UK PM May Will Deliver #Brexit Speech In Florence “Mid-Afternoon”. Rumoured To Be 1415 BST…,['Brexit'],en,JoeMcMonigle,1169961914,2389,1183,911026682001281024,Fri Sep 22 00:37:41 +0000 2017,Downing Street Tells @LiveSquawk UK PM May Will Deliver #Brexit Speech In Florence “Mid-Afternoon”. Rumoured To Be 1415 BST/1315 GMT,['Brexit'],en,LiveSquawk,59393368,43389.0,1769.0
64,911049919141695488,Fri Sep 22 02:10:01 +0000 2017,"Play Better #Golf W/#Yoga Enjoy it more, even the rough Pros using it evwhr. New #Ebook  #Amazon https://t.co/0paR5qcSAo #eu #uk","['Golf', 'Yoga', 'Ebook', 'Amazon', 'eu', 'uk']",en,LTCartoons,332254979,6903,5871,,,,NO HASHTAGS,,,,,
